100,0.0000000000,0.0100000000
200,0.0250000000,0.0050000000
300,0.0033333333,0.0000000000
400,0.0000000000,0.0000000000
500,0.0020000000,0.0000000000
600,0.0000000000,0.0033333333
700,0.0014285714,0.0114285714
800,0.0012500000,0.0012500000
900,0.0011111111,0.0011111111
1000,0.0020000000,0.0000000000
1100,0.0018181818,0.0000000000
1200,0.0016666667,0.0008333333
1300,0.0015384615,0.0000000000
1400,0.0014285714,0.0000000000
1500,0.0020000000,0.0006666667
1600,0.0018750000,0.0000000000
1700,0.0023529412,0.0005882353
1800,0.0022222222,0.0000000000
1900,0.0021052632,0.0000000000
2000,0.0025000000,0.0005000000
2100,0.0028571429,0.0000000000
2200,0.0027272727,0.0000000000
2300,0.0034782609,0.0004347826
2400,0.0033333333,0.0000000000
2500,0.0028000000,0.0000000000
2600,0.0034615385,0.0000000000
2700,0.0040740741,0.0003703704
2800,0.0032142857,0.0000000000
2900,0.0034482759,0.0000000000
3000,0.0036666667,0.0003333333
3100,0.0035483871,0.0003225806
3200,0.0034375000,0.0003125000
3300,0.0036363636,0.0000000000
3400,0.0035294118,0.0000000000
3500,0.0037142857,0.0002857143
3600,0.0044444444,0.0002777778
3700,0.0037837838,0.0002702703
3800,0.0042105263,0.0002631579
3900,0.0043589744,0.0002564103
4000,0.0047500000,0.0002500000
4100,0.0041463415,0.0000000000
4200,0.0042857143,0.0002380952
4300,0.0053488372,0.0002325581
4400,0.0052272727,0.0002272727
4500,0.0048888889,0.0004444444
4600,0.0050000000,0.0004347826
4700,0.0048936170,0.0002127660
4800,0.0047916667,0.0002083333
4900,0.0051020408,0.0002040816
5000,0.0050000000,0.0002000000
5100,0.0049019608,0.0003921569
5200,0.0046153846,0.0001923077
5300,0.0050943396,0.0001886792
5400,0.0050000000,0.0003703704
5500,0.0050909091,0.0003636364
5600,0.0051785714,0.0003571429
5700,0.0056140351,0.0001754386
5800,0.0058620690,0.0050000000
5900,0.0057627119,0.0000000000
6000,0.0051666667,0.0001666667
6100,0.0054098361,0.0000000000
6200,0.0054838710,0.0003225806
6300,0.0060317460,0.0001587302
6400,0.0057812500,0.0001562500
6500,0.0060000000,0.0000000000
6600,0.0059090909,0.0003030303
6700,0.0058208955,0.0002985075
6800,0.0058823529,0.0001470588
6900,0.0057971014,0.0001449275
7000,0.0062857143,0.0001428571
7100,0.0064788732,0.0002816901
7200,0.0065277778,0.0002777778
7300,0.0060273973,0.0002739726
7400,0.0064864865,0.0001351351
7500,0.0058666667,0.0001333333
7600,0.0067105263,0.0001315789
7700,0.0062337662,0.0001298701
7800,0.0065384615,0.0002564103
7900,0.0067088608,0.0001265823
8000,0.0065000000,0.0002500000
8100,0.0065432099,0.0002469136
8200,0.0073170732,0.0001219512
8300,0.0066265060,0.0002409639
8400,0.0070238095,0.0003571429
8500,0.0065882353,0.0002352941
8600,0.0066279070,0.0002325581
8700,0.0071264368,0.0003448276
8800,0.0071590909,0.0003409091
8900,0.0086516854,0.0001123596
9000,0.0077777778,0.0003333333
9100,0.0079120879,0.0002197802
9200,0.0075000000,0.0002173913
9300,0.0083870968,0.0005376344
9400,0.0147872340,0.0002127660
9500,0.0075789474,0.0002105263
9600,0.0076041667,0.0001041667
9700,0.0075257732,0.0002061856
9800,0.0095918367,0.0004081633
9900,0.0078787879,0.0003030303
10000,0.0080000000,0.0009000000
10100,0.0078217822,0.0001980198
10200,0.0079411765,0.0001960784
10300,0.0079611650,0.0000970874
10400,0.0078846154,0.0002884615
10500,0.0080952381,0.0001904762
10600,0.0078301887,0.0001886792
10700,0.0084112150,0.0002803738
10800,0.0081481481,0.0001851852
10900,0.0084403670,0.0002752294
11000,0.0080909091,0.0001818182
11100,0.0082882883,0.0002702703
11200,0.0082142857,0.0001785714
11300,0.0079646018,0.0000000000
11400,0.0080701754,0.0002631579
11500,0.0090434783,0.0002608696
11600,0.0085344828,0.0003448276
11700,0.0082051282,0.0001709402
11800,0.0086440678,0.0001694915
11900,0.0088235294,0.0002521008
12000,0.0086666667,0.0006666667
12100,0.0088429752,0.0003305785
12200,0.0088524590,0.0002459016
12300,0.0092682927,0.0002439024
12400,0.0084677419,0.0002419355
12500,0.0092800000,0.0001600000
12600,0.0085714286,0.0001587302
12700,0.0087401575,0.0002362205
12800,0.0087500000,0.0003125000
12900,0.0093023256,0.0003100775
13000,0.0090769231,0.0003076923
13100,0.0091603053,0.0002290076
13200,0.0091666667,0.0002272727
13300,0.0088721805,0.0001503759
13400,0.0088805970,0.0002238806
13500,0.0089629630,0.0002222222
13600,0.0094852941,0.0001470588
13700,0.0093430657,0.0002189781
13800,0.0093478261,0.0001449275
13900,0.0093525180,0.0001438849
14000,0.0091428571,0.0001428571
14100,0.0094326241,0.0001418440
14200,0.0096478873,0.0002112676
14300,0.0096503497,0.0001398601
14400,0.0097916667,0.0002777778
14500,0.0094482759,0.0002068966
14600,0.0098630137,0.0002054795
14700,0.0102040816,0.0002040816
14800,0.0102702703,0.0002027027
14900,0.0098657718,0.0002013423
15000,0.0096000000,0.0002666667
15100,0.0097350993,0.0002649007
15200,0.0099342105,0.0001973684
15300,0.0099346405,0.0001960784
15400,0.0108441558,0.0001948052
15500,0.0106451613,0.0002580645
15600,0.0107051282,0.0002564103
15700,0.0105732484,0.0002547771
15800,0.0101265823,0.0002531646
15900,0.0106289308,0.0001886792
16000,0.0106875000,0.0001875000
16100,0.0107453416,0.0001242236
16200,0.0104320988,0.0001851852
16300,0.0104294479,0.0002453988
16400,0.0107926829,0.0002439024
16500,0.0110303030,0.0002424242
16600,0.0110240964,0.0002409639
16700,0.0108982036,0.0003592814
16800,0.0110119048,0.0001785714
16900,0.0113017751,0.0002366864
17000,0.0114117647,0.0004117647
17100,0.0110526316,0.0002339181
17200,0.0110465116,0.0002325581
17300,0.0112138728,0.0003468208
17400,0.0114367816,0.0001724138
17500,0.0115428571,0.0002857143
17600,0.0111931818,0.0003409091
17700,0.0114124294,0.0001694915
17800,0.0111797753,0.0002247191
17900,0.0114525140,0.0002793296
18000,0.0116111111,0.0001666667
18100,0.0118232044,0.0002209945
18200,0.0113736264,0.0002747253
18300,0.0115846995,0.0002185792
18400,0.0113586957,0.0002173913
18500,0.0115675676,0.0002702703
18600,0.0117204301,0.0002688172
18700,0.0118716578,0.0002139037
