10,0.0000000000,0.0000000000,4
20,0.0000000000,0.0000000000,5
30,0.0000000000,0.0000000000,6
40,0.0000000000,0.0250000000,7
50,0.0000000000,0.0000000000,7
60,0.0000000000,0.0000000000,7
70,0.0000000000,0.0000000000,7
80,0.0125000000,0.0000000000,8
90,0.0000000000,0.0000000000,9
100,0.0000000000,0.0000000000,9
110,0.0000000000,0.0000000000,8
120,0.0000000000,0.0000000000,8
130,0.0076923077,0.0000000000,8
140,0.0000000000,0.0000000000,9
150,0.0000000000,0.0000000000,10
160,0.0062500000,0.0000000000,9
170,0.0000000000,0.0000000000,9
180,0.0000000000,0.0055555556,9
190,0.0000000000,0.0000000000,9
200,0.0000000000,0.0000000000,9
210,0.0000000000,0.0000000000,10
220,0.0000000000,0.0000000000,10
230,0.0000000000,0.0000000000,9
240,0.0041666667,0.0000000000,10
250,0.0040000000,0.0000000000,9
260,0.0000000000,0.0000000000,10
270,0.0037037037,0.0000000000,9
280,0.0035714286,0.0000000000,9
290,0.0034482759,0.0000000000,9
300,0.0033333333,0.0000000000,10
310,0.0000000000,0.0000000000,10
320,0.0000000000,0.0031250000,10
330,0.0000000000,0.0030303030,10
340,0.0000000000,0.0029411765,10
350,0.0000000000,0.0000000000,10
360,0.0000000000,0.0000000000,10
370,0.0000000000,0.0000000000,10
380,0.0026315789,0.0000000000,9
390,0.0000000000,0.0025641026,10
400,0.0000000000,0.0000000000,10
410,0.0000000000,0.0000000000,10
420,0.0000000000,0.0023809524,10
430,0.0000000000,0.0000000000,10
440,0.0000000000,0.0022727273,10
450,0.0000000000,0.0000000000,10
460,0.0021739130,0.0391304348,10
470,0.0000000000,0.0021276596,11
480,0.0000000000,0.0000000000,10
490,0.0000000000,0.0020408163,11
500,0.0000000000,0.0000000000,10
510,0.0000000000,0.0019607843,10
520,0.0000000000,0.0019230769,10
530,0.0000000000,0.0018867925,11
540,0.0000000000,0.0018518519,11
550,0.0000000000,0.0018181818,11
560,0.0000000000,0.0071428571,11
570,0.0000000000,0.0000000000,10
580,0.0000000000,0.0034482759,10
590,0.0000000000,0.0016949153,11
600,0.0000000000,0.0016666667,11
610,0.0000000000,0.0016393443,10
620,0.0000000000,0.0032258065,11
630,0.0000000000,0.0015873016,10
640,0.0000000000,0.0015625000,11
650,0.0000000000,0.0015384615,11
660,0.0000000000,0.0015151515,11
670,0.0000000000,0.0014925373,10
680,0.0000000000,0.0014705882,11
690,0.0000000000,0.0014492754,11
700,0.0000000000,0.0014285714,12
710,0.0000000000,0.0014084507,10
720,0.0013888889,0.0027777778,11
730,0.0000000000,0.0027397260,11
740,0.0000000000,0.0013513514,11
750,0.0000000000,0.0026666667,10
760,0.0000000000,0.0026315789,11
770,0.0000000000,0.0025974026,12
780,0.0000000000,0.0025641026,11
790,0.0000000000,0.0025316456,11
800,0.0000000000,0.0025000000,11
810,0.0000000000,0.0024691358,12
820,0.0000000000,0.0024390244,11
830,0.0000000000,0.0024096386,11
840,0.0011904762,0.0035714286,11
850,0.0000000000,0.0023529412,11
860,0.0000000000,0.0046511628,11
870,0.0011494253,0.0034482759,12
880,0.0000000000,0.0022727273,12
890,0.0000000000,0.0044943820,11
900,0.0011111111,0.0022222222,11
910,0.0000000000,0.0021978022,11
920,0.0000000000,0.0032608696,11
930,0.0000000000,0.0032258065,11
940,0.0010638298,0.0031914894,11
950,0.0000000000,0.0031578947,11
960,0.0000000000,0.0031250000,12
970,0.0000000000,0.0030927835,11
980,0.0000000000,0.0030612245,11
990,0.0000000000,0.0040404040,11
1000,0.0000000000,0.0060000000,11
1010,0.0009900990,0.0029702970,12
1020,0.0000000000,0.0098039216,12
1030,0.0000000000,0.0038834951,12
1040,0.0000000000,0.0019230769,11
1050,0.0000000000,0.0028571429,11
1060,0.0000000000,0.0037735849,11
1070,0.0000000000,0.0037383178,11
1080,0.0000000000,0.0027777778,11
1090,0.0000000000,0.0027522936,12
1100,0.0000000000,0.0036363636,12
1110,0.0000000000,0.0027027027,12
1120,0.0000000000,0.0035714286,11
1130,0.0000000000,0.0035398230,12
1140,0.0000000000,0.0026315789,12
1150,0.0000000000,0.0026086957,11
1160,0.0000000000,0.0025862069,11
1170,0.0008547009,0.0042735043,11
1180,0.0000000000,0.0042372881,12
1190,0.0000000000,0.0050420168,11
1200,0.0000000000,0.0033333333,12
1210,0.0000000000,0.0041322314,12
1220,0.0000000000,0.0032786885,11
1230,0.0000000000,0.0048780488,12
1240,0.0000000000,0.0024193548,11
1250,0.0000000000,0.0040000000,11
1260,0.0007936508,0.0039682540,12
1270,0.0000000000,0.0039370079,12
1280,0.0000000000,0.0039062500,12
1290,0.0000000000,0.0046511628,11
1300,0.0000000000,0.0053846154,12
1310,0.0000000000,0.0030534351,12
1320,0.0000000000,0.0045454545,11
1330,0.0000000000,0.0037593985,12
1340,0.0000000000,0.0037313433,12
1350,0.0000000000,0.0037037037,12
1360,0.0000000000,0.0036764706,12
1370,0.0000000000,0.0051094891,11
1380,0.0000000000,0.0021739130,12
1390,0.0000000000,0.0035971223,11
1400,0.0000000000,0.0042857143,11
1410,0.0000000000,0.0042553191,12
1420,0.0000000000,0.0042253521,12
1430,0.0006993007,0.0034965035,11
1440,0.0000000000,0.0034722222,12
1450,0.0000000000,0.0034482759,12
1460,0.0006849315,0.0034246575,12
1470,0.0000000000,0.0034013605,12
1480,0.0000000000,0.0033783784,11
1490,0.0000000000,0.0033557047,12
1500,0.0000000000,0.0046666667,11
1510,0.0000000000,0.0052980132,12
1520,0.0006578947,0.0039473684,12
1530,0.0000000000,0.0032679739,13
1540,0.0000000000,0.0032467532,12
1550,0.0000000000,0.0038709677,12
1560,0.0000000000,0.0044871795,12
1570,0.0000000000,0.0044585987,12
1580,0.0000000000,0.0044303797,12
1590,0.0000000000,0.0050314465,12
1600,0.0000000000,0.0062500000,12
1610,0.0000000000,0.0031055901,12
1620,0.0000000000,0.0037037037,12
1630,0.0000000000,0.0030674847,13
1640,0.0000000000,0.0036585366,12
1650,0.0000000000,0.0054545455,12
1660,0.0006024096,0.0066265060,13
1670,0.0000000000,0.0047904192,12
1680,0.0000000000,0.0053571429,12
1690,0.0005917160,0.0041420118,12
1700,0.0000000000,0.0041176471,12
1710,0.0005847953,0.0040935673,11
1720,0.0005813953,0.0034883721,12
1730,0.0000000000,0.0052023121,12
1740,0.0000000000,0.0057471264,11
1750,0.0000000000,0.0057142857,12
1760,0.0000000000,0.0051136364,12
1770,0.0005649718,0.0056497175,12
