10,0.0000000000,0.0000000000
20,0.0000000000,0.0000000000
30,0.0000000000,0.0000000000
40,0.0000000000,0.0000000000
50,0.0200000000,0.0000000000
60,0.0166666667,0.0000000000
70,0.0000000000,0.0000000000
80,0.0000000000,0.0125000000
90,0.0000000000,0.0111111111
100,0.0600000000,0.0100000000
110,0.0363636364,0.0000000000
120,0.0000000000,0.0000000000
130,0.0076923077,0.0000000000
140,0.0000000000,0.0071428571
150,0.0000000000,0.0000000000
160,0.0000000000,0.0000000000
170,0.0000000000,0.0000000000
180,0.0000000000,0.0000000000
190,0.0000000000,0.0000000000
200,0.0000000000,0.0000000000
210,0.0000000000,0.0000000000
220,0.0000000000,0.0000000000
230,0.0043478261,0.0000000000
240,0.0000000000,0.0000000000
250,0.0040000000,0.0000000000
260,0.0000000000,0.0000000000
270,0.0000000000,0.0037037037
280,0.0000000000,0.0000000000
290,0.0000000000,0.0034482759
300,0.0000000000,0.0000000000
310,0.0032258065,0.0000000000
320,0.0000000000,0.0000000000
330,0.0030303030,0.0000000000
340,0.0000000000,0.0029411765
350,0.0000000000,0.0000000000
360,0.0027777778,0.0000000000
370,0.0000000000,0.0000000000
380,0.0000000000,0.0000000000
390,0.0025641026,0.0000000000
400,0.0000000000,0.0000000000
410,0.0000000000,0.0000000000
420,0.0023809524,0.0000000000
430,0.0000000000,0.0000000000
440,0.0022727273,0.0022727273
450,0.0000000000,0.0000000000
460,0.0021739130,0.0000000000
470,0.0021276596,0.0000000000
480,0.0000000000,0.0000000000
490,0.0000000000,0.0000000000
500,0.0000000000,0.0000000000
510,0.0019607843,0.0000000000
520,0.0019230769,0.0000000000
530,0.0000000000,0.0000000000
540,0.0018518519,0.0000000000
550,0.0000000000,0.0000000000
560,0.0017857143,0.0000000000
570,0.0017543860,0.0000000000
580,0.0017241379,0.0000000000
590,0.0016949153,0.0000000000
600,0.0016666667,0.0000000000
610,0.0016393443,0.0000000000
620,0.0016129032,0.0000000000
630,0.0015873016,0.0000000000
640,0.0015625000,0.0000000000
650,0.0015384615,0.0000000000
660,0.0015151515,0.0000000000
670,0.0014925373,0.0000000000
680,0.0000000000,0.0014705882
690,0.0014492754,0.0000000000
700,0.0014285714,0.0000000000
710,0.0014084507,0.0000000000
720,0.0000000000,0.0013888889
730,0.0013698630,0.0000000000
740,0.0013513514,0.0000000000
750,0.0013333333,0.0013333333
760,0.0013157895,0.0000000000
770,0.0012987013,0.0000000000
780,0.0012820513,0.0000000000
790,0.0000000000,0.0012658228
800,0.0012500000,0.0000000000
810,0.0012345679,0.0000000000
820,0.0012195122,0.0000000000
830,0.0036144578,0.0000000000
840,0.0011904762,0.0011904762
850,0.0011764706,0.0000000000
860,0.0011627907,0.0000000000
870,0.0011494253,0.0000000000
880,0.0011363636,0.0000000000
890,0.0011235955,0.0000000000
900,0.0011111111,0.0011111111
910,0.0010989011,0.0010989011
920,0.0021739130,0.0000000000
930,0.0010752688,0.0000000000
940,0.0010638298,0.0010638298
950,0.0010526316,0.0000000000
960,0.0010416667,0.0000000000
970,0.0020618557,0.0000000000
980,0.0020408163,0.0000000000
990,0.0040404040,0.0000000000
1000,0.0020000000,0.0000000000
1010,0.0019801980,0.0009900990
1020,0.0019607843,0.0000000000
1030,0.0019417476,0.0000000000
1040,0.0019230769,0.0000000000
1050,0.0009523810,0.0009523810
1060,0.0009433962,0.0000000000
1070,0.0018691589,0.0000000000
1080,0.0018518519,0.0000000000
1090,0.0018348624,0.0000000000
1100,0.0009090909,0.0000000000
1110,0.0018018018,0.0000000000
1120,0.0008928571,0.0000000000
1130,0.0008849558,0.0000000000
1140,0.0017543860,0.0000000000
1150,0.0017391304,0.0000000000
1160,0.0017241379,0.0000000000
1170,0.0017094017,0.0008547009
1180,0.0016949153,0.0000000000
1190,0.0016806723,0.0008403361
1200,0.0016666667,0.0000000000
1210,0.0024793388,0.0000000000
1220,0.0024590164,0.0000000000
1230,0.0016260163,0.0000000000
1240,0.0016129032,0.0000000000
1250,0.0016000000,0.0008000000
1260,0.0015873016,0.0000000000
1270,0.0015748031,0.0007874016
1280,0.0015625000,0.0000000000
1290,0.0015503876,0.0000000000
1300,0.0023076923,0.0000000000
1310,0.0015267176,0.0000000000
1320,0.0015151515,0.0000000000
1330,0.0015037594,0.0000000000
1340,0.0014925373,0.0000000000
1350,0.0014814815,0.0000000000
1360,0.0014705882,0.0000000000
1370,0.0014598540,0.0000000000
1380,0.0021739130,0.0007246377
1390,0.0021582734,0.0000000000
1400,0.0021428571,0.0000000000
1410,0.0042553191,0.0000000000
1420,0.0028169014,0.0000000000
1430,0.0013986014,0.0006993007
1440,0.0020833333,0.0000000000
1450,0.0020689655,0.0000000000
1460,0.0020547945,0.0000000000
1470,0.0020408163,0.0000000000
1480,0.0013513514,0.0000000000
1490,0.0020134228,0.0000000000
1500,0.0020000000,0.0000000000
1510,0.0019867550,0.0000000000
1520,0.0019736842,0.0000000000
1530,0.0019607843,0.0000000000
1540,0.0025974026,0.0000000000
1550,0.0019354839,0.0006451613
1560,0.0083333333,0.0000000000
1570,0.0019108280,0.0000000000
1580,0.0018987342,0.0000000000
1590,0.0018867925,0.0006289308
1600,0.0018750000,0.0000000000
1610,0.0018633540,0.0000000000
1620,0.0018518519,0.0000000000
1630,0.0036809816,0.0000000000
1640,0.0024390244,0.0000000000
1650,0.0030303030,0.0006060606
1660,0.0030120482,0.0000000000
1670,0.0023952096,0.0005988024
1680,0.0017857143,0.0000000000
1690,0.0023668639,0.0000000000
1700,0.0023529412,0.0000000000
1710,0.0023391813,0.0000000000
1720,0.0023255814,0.0005813953
1730,0.0017341040,0.0000000000
1740,0.0022988506,0.0005747126
1750,0.0022857143,0.0005714286
1760,0.0022727273,0.0000000000
1770,0.0022598870,0.0000000000
1780,0.0022471910,0.0005617978
1790,0.0022346369,0.0000000000
1800,0.0022222222,0.0005555556
1810,0.0016574586,0.0000000000
1820,0.0021978022,0.0000000000
1830,0.0021857923,0.0000000000
1840,0.0027173913,0.0010869565
1850,0.0021621622,0.0000000000
1860,0.0026881720,0.0000000000
1870,0.0021390374,0.0005347594
1880,0.0015957447,0.0000000000
1890,0.0026455026,0.0000000000
1900,0.0026315789,0.0005263158
1910,0.0026178010,0.0000000000
1920,0.0031250000,0.0005208333
1930,0.0020725389,0.0000000000
1940,0.0025773196,0.0005154639
1950,0.0025641026,0.0005128205
